0,1,2,3
2003-01,"474,709","2,355",0.50%
2003-02,"475,130","2,326",0.49%
2003-03,"475,999","2,289",0.48%
2003-04,"476,688","2,205",0.46%
2003-05,"477,819","2,161",0.45%
2003-06,"479,995","2,123",0.44%
2003-07,"483,316","2,065",0.43%
2003-08,"484,177","2,078",0.43%
2003-09,"485,219","2,046",0.42%
2003-10,"486,256","1,946",0.40%
2003-11,"486,894","1,865",0.38%
2003-12,"486,096","1,778",0.37%
2004-01,"486,423","1,783",0.37%
2004-02,"487,041","1,752",0.36%
2004-03,"488,522","1,656",0.34%
2004-04,"491,716","1,542",0.31%
2004-05,"493,131","1,475",0.30%
2004-06,"495,164","1,370",0.28%
2004-07,"497,467","1,332",0.27%
2004-08,"498,474","1,281",0.26%
2004-09,"499,480","1,250",0.25%
2004-10,"500,505","1,217",0.24%
2004-11,"501,353","1,183",0.24%
2004-12,"501,185","1,128",0.23%
2005-01,"501,997","1,177",0.23%
2005-02,"502,535","1,173",0.23%
2005-03,"504,946","1,117",0.22%
2005-04,"506,814","1,063",0.21%
2005-05,"508,833","1,021",0.20%
2005-06,"509,996",940,0.18%
2005-07,"513,028",928,0.18%
2005-08,"513,647",899,0.18%
2005-09,"518,076",932,0.18%
2005-10,"519,329",910,0.18%
2005-11,"521,261",924,0.18%
2005-12,"521,703",934,0.18%
2006-01,"522,040",939,0.18%
2006-02,"523,136",871,0.17%
2006-03,"525,357",807,0.15%
2006-04,"526,883",791,0.15%
2006-05,"528,408",752,0.14%
2006-06,"530,562",742,0.14%
2006-07,"530,888",731,0.14%
2006-08,"531,722",734,0.14%
2006-09,"532,800",762,0.14%
2006-10,"533,534",718,0.13%
2006-11,"530,812",746,0.14%
2006-12,"530,672",771,0.15%
2007-01,"535,213",805,0.15%
2007-02,"536,499",781,0.15%
2007-03,"537,854",751,0.14%
2007-04,"540,192",722,0.13%
2007-05,"541,069",733,0.14%
2007-06,"542,748",728,0.13%
2007-07,"544,773",765,0.14%
2007-08,"542,117",748,0.14%
2007-09,"548,139",768,0.14%
2007-10,"549,013",744,0.14%
2007-11,"551,702",760,0.14%
2007-12,"551,810",782,0.14%
2008-01,"552,576",818,0.15%
2008-02,"553,902",862,0.16%
2008-03,"556,490",874,0.16%
2008-04,"558,921",814,0.15%
2008-05,"561,404",867,0.15%
2008-06,"563,833",929,0.16%
2008-07,"565,755",959,0.17%
2008-08,"566,383","1,011",0.18%
2008-09,"570,302","1,044",0.18%
2008-10,"570,619","1,081",0.19%
2008-11,"571,181","1,176",0.21%
2008-12,"571,281","1,288",0.23%
2009-01,"570,711","1,447",0.25%
2009-02,"570,848","1,549",0.27%
2009-03,"571,988","1,645",0.29%
2009-04,"573,795","1,784",0.31%
2009-05,"575,572","1,886",0.33%
2009-06,"577,620","1,968",0.34%
2009-07,"579,276","2,031",0.35%
2009-08,"581,535","2,091",0.36%
2009-09,"583,121","2,146",0.37%
2009-10,"584,777","2,236",0.38%
2009-11,"587,720","2,263",0.39%
2009-12,"587,996","2,352",0.40%
2010-01,"588,557","2,381",0.40%
2010-02,"588,696","2,411",0.41%
2010-03,"590,830","2,399",0.41%
2010-04,"593,000","2,388",0.40%
2010-05,"594,645","2,509",0.42%
2010-06,"596,436","2,534",0.42%
2010-07,"595,933","2,584",0.43%
2010-08,"595,874","2 ,667",0.45%
2010-09,"595,913","2 ,701",0.45%
2010-10,"596,993","2,719",0.46%
2010-11,"597,432","2,717",0.45%
2010-12,"597,303","2,779",0.47%
As at:,"(1)
Total
Number of
Mortgages","(2)
Number of
Mortgages
in Arrears","(3)
% of Arrears to
Total Number
of Mortgages"
1995-01,"5,130",*,*
1995-02,"5,148",*,*
1995-03,"5,204",*,*
1995-04,"5,225",*,*
1995-05,"5,266",*,*
1995-06,"5,309",*,*
1995-07,"5,334",*,*
1995-08,"5,410",*,*
1995-09,"5,465",*,*
1995-10,"5,495",*,*
1995-11,"5,566",*,*
1995-12,"5,601",*,*
1996-01,"5,636",*,*
1996-02,"5,658",*,*
1996-03,"5,698",*,*
1996-04,"5,739",*,*
1996-05,"5,771",*,*
1996-06,"5,860",*,*
1996-07,"5,899",*,*
1996-08,"5,946",*,*
1996-09,"5,989",*,*
1996-10,"6,047",*,*
1996-11,"6,087",*,*
1996-12,"6,162",*,*
1997-01,"6,205",*,*
1997-02,"6,234",*,*
1997-03,"6,274",*,*
1997-04,"6,365",*,*
1997-05,"6,471",*,*
1997-06,"6,521",*,*
1997-07,"6,541",*,*
1997-08,"6,578",*,*
1997-09,"6,613",*,*
1997-10,"6,631",*,*
1997-11,"6,639",*,*
1997-12,"6,661",*,*
1998-01,"6,671",*,*
1998-02,"6,712",*,*
1998-03,"6,742",*,*
1998-04,"6,767",*,*
1998-05,"6,811",*,*
1998-06,"6,862",*,*
1998-07,"6,883",*,*
1998-08,"6,901",*,*
1998-09,"6,908",*,*
1998-10,"6,943",*,*
1998-11,"6,969",*,*
1998-12,"6,928",*,*
1999-01,"6,889",*,*
1999-02,"6,980",*,*
1999-03,"7,016",*,*
1999-04,"6,946",*,*
1999-05,"7,059",*,*
1999-06,"7,122",*,*
1999-07,"7,103",*,*
1999-08,"7,112",*,*
1999-09,"7,123",*,*
1999-10,"7,115",*,*
1999-11,"7,114",*,*
1999-12,"7,110",*,*
2000-01,"7,124",*,*
2000-02,"7,125",*,*
2000-03,"7,131",*,*
2000-04,"7,131",*,*
2000-05,"7,076",*,*
2000-06,"7,128",*,*
2000-07,"7,148",*,*
2000-08,"7,184",*,*
2000-09,"7,183",*,*
2000-10,"4,079",*,*
2000-11,"4,075",*,*
2000-12,"4,051",*,*
2001-01,"4,038",*,*
2001-02,"4,037",*,*
2001-03,"4,044",*,*
2001-04,"4,046",*,*
2001-05,"4,039",*,*
2001-06,"4,048",*,*
2001-07,"4,044",*,*
2001-08,"4,045",*,*
2001-09,"4,033",*,*
2001-10,"4,015",*,*
2001-11,"4,017",*,*
2001-12,"4,009",*,*
2002-01,"4,001",*,*
2002-02,"4,005",*,*
2002-03,"3,991",*,*
2002-04,"3,980",*,*
2002-05,"3,972",*,*
2002-06,"3,968",*,*
2002-07,"3,967",*,*
2002-08,"3,963",*,*
2002-09,"3,966",*,*
2002-10,"3,962",*,*
2002-11,"3,952",*,*
2002-12,"3,951",*,*
2003-01,"3,953",*,*
2003-02,"3,971",*,*
2003-03,"3,948",*,*
2003-04,"3,965",*,*
2003-05,"3,980",*,*
2003-06,"3,995",*,*
2003-07,"3,983",*,*
2003-08,"3,981",*,*
2003-09,"3,984",*,*
2003-10,"3,998",*,*
2003-11,"3,984",*,*
2003-12,"3,980",*,*
2004-01,"3,996",*,*
2004-02,"3,999",*,*
2004-03,"3,991",*,*
2004-04,"4,006",*,*
2004-05,"4,019",*,*
2004-06,"4,017",*,*
2004-07,"4,041",*,*
2004-08,"4,025",*,*
2004-09,"4,036",*,*
2004-10,"4,046",*,*
2004-11,"4,041",*,*
2004-12,"4,052",*,*
2005-01,"4,055",*,*
2005-02,"4,044",*,*
2005-03,"4,073",*,*
2005-04,"4,084",*,*
2005-05,"4,092",*,*
2005-06,"4,119",*,*
2005-07,"4,140",*,*
2005-08,"4,165",*,*
2005-09,"4,187",*,*
2005-10,"4,206",*,*
2005-11,"4,213",*,*
2005-12,"4,224",*,*
2006-01,"4,239",*,*
2006-02,"4,258",*,*
2006-03,"4,282",*,*
2006-04,"4,285",*,*
2006-05,"4,292",*,*
2006-06,"4,316",*,*
2006-07,"4,321",*,*
2006-08,"4,364",*,*
2006-09,"4,384",*,*
2006-10,"4,398",*,*
2006-11,"8,038",*,*
2006-12,"8,030",*,*
2007-01,"8,035",*,*
2007-02,"8,030",*,*
2007-03,"8,023",*,*
2007-04,"8,044",*,*
2007-05,"8,045",*,*
2007-06,"8,115",*,*
2007-07,"8,163",*,*
2007-08,"8,226",*,*
2007-09,"8,252",*,*
2007-10,"8,258",*,*
2007-11,"8,271",*,*
2007-12,"8,271",*,*
2008-01,"8,270",*,*
2008-02,"8,296",*,*
2008-03,"8,290",*,*
2008-04,"8,282",*,*
2008-05,"8,290",*,*
2008-06,"8,288",*,*
2008-07,"8,315",*,*
2008-08,"8,395",*,*
2008-09,"8,391",*,*
2008-10,"8,381",*,*
2008-11,"8,410",*,*
2008-12,"8,428",*,*
2009-01,"8,415",*,*
2009-02,"8,433",*,*
2009-03,"8,432",*,*
2009-04,"8,435",*,*
2009-05,"8,451",*,*
2009-06,"8,483",*,*
2009-07,"8,503",*,*
2009-08,"8,530",*,*
2009-09,"8,535",*,*
2009-10,"8,570",*,*
2009-11,"8,582",*,*
2009-12,"8,587",*,*
2010-01,"8,593",*,*
2010-02,"8,601",*,*
2010-03,"8,609",*,*
2010-04,"8,608",*,*
2010-05,"8,622",*,*
2010-06,"8,635",*,*
2010-07,"8,640",*,*
2010-08,"8,668",*,*
2010-09,"8,675",*,*
2010-10,"8,669",*,*
2010-11,"8,691",*,*
2010-12,"8,691",*,*
